# time, original, CbCP sampling, Nyquist
-5.000000000000000000e-01 -4.439348638216786824e-01 -5.296136579923962362e-01 -4.028445060909941478e-01
-4.899999999999999911e-01 -4.704082800307021750e-01 -5.774598147025877815e-01 -4.274293989941436722e-01
-4.799999999999999822e-01 -4.775378779126876472e-01 -6.078649439155018319e-01 -4.355032608287347506e-01
-4.699999999999999734e-01 -4.626786245709189060e-01 -6.165839163632786946e-01 -4.245164261307977083e-01
-4.600000000000000200e-01 -4.247475858853622110e-01 -6.008341839124120565e-01 -3.932363845896654220e-01
-4.500000000000000111e-01 -3.644831008281715357e-01 -5.596735237432362009e-01 -3.420112389475941650e-01
-4.400000000000000022e-01 -2.845415714414398778e-01 -4.942120608897775935e-01 -2.728944753356664643e-01
-4.299999999999999933e-01 -1.894116053602593885e-01 -4.076306038614928018e-01 -1.896084803060942847e-01
-4.199999999999999845e-01 -8.514292187546088075e-02 -3.049960826986469753e-01 -9.733970797559554633e-02
-4.100000000000000311e-01 2.109392919735314856e-02 -1.928850068515488569e-01 -2.375264902043911549e-03
-4.000000000000000222e-01 1.215832409298912425e-01 -7.884537199250529760e-02 8.839701447315999328e-02
-3.900000000000000133e-01 2.087263801243875727e-01 2.925561818322486296e-02 1.680620845132242969e-01
-3.800000000000000044e-01 2.757309936381926452e-01 1.239380193256102158e-01 2.303171423922604211e-01
-3.699999999999999956e-01 3.172623525341960460e-01 1.988028165150484416e-01 2.700740348472598917e-01
-3.599999999999999867e-01 3.299929154596757952e-01 2.491452543227567484e-01 2.839871969558342979e-01
-3.499999999999999778e-01 3.129933770319482389e-01 2.724263354959894357e-01 2.708483676124232575e-01
-3.399999999999999689e-01 2.679213940726807297e-01 2.685531829837278228e-01 2.318040353479537963e-01
-3.299999999999999600e-01 1.989817560864250434e-01 2.399362000245444659e-01 1.703666387157726225e-01
-3.200000000000000067e-01 1.126524131114580024e-01 1.913116670709005818e-01 9.220895176146712280e-02
-3.099999999999999978e-01 1.719258809616168449e-02 1.293406326751667113e-01 4.658710438079097238e-03
-2.999999999999999889e-01 -7.802987710999836901e-02 6.201656434462038403e-02 -8.360387315568554301e-02
-2.900000000000000355e-01 -1.633367795242989529e-01 -2.066868509789987485e-03 -1.635578763888194120e-01
-2.800000000000000266e-01 -2.295949268864464210e-01 -5.452216352063946059e-02 -2.265419888781468605e-01
-2.700000000000000178e-01 -2.690528585000939166e-01 -8.797445176790730237e-02 -2.650476788120801341e-01
-2.600000000000000089e-01 -2.760827410481510036e-01 -9.679255760663979524e-02 -2.734406572881956099e-01
-2.500000000000000000e-01 -2.477579016151719715e-01 -7.767482007116302545e-02 -2.485430327605363532e-01
-2.399999999999999911e-01 -1.842096578393885575e-01 -3.003219202439971758e-02 -1.900192264011006937e-01
-2.299999999999999822e-01 -8.872575519676072220e-02 4.387093096161343020e-02 -1.005249106164011752e-01
-2.199999999999999734e-01 3.242481340268381362e-02 1.390358075895911094e-01 1.450245883758358167e-02
-2.100000000000000200e-01 1.704315673658239050e-01 2.481022028388514267e-01 1.468921223740018989e-01
-2.000000000000000111e-01 3.146139890269171735e-01 3.619452873061380083e-01 2.866505042589866381e-01
-1.900000000000000022e-01 4.532705383730047388e-01 4.704458429727743640e-01 4.226387030705056613e-01
-1.799999999999999933e-01 5.746344589927098179e-01 5.633664983032984352e-01 5.434711249675190370e-01
-1.699999999999999845e-01 6.678551224583388901e-01 6.312562585514553959e-01 6.384585297466350839e-01
-1.599999999999999756e-01 7.239203623948669009e-01 6.663022376878906528e-01 6.985147456701730206e-01
-1.499999999999999667e-01 7.364394998939909343e-01 6.630515920909887395e-01 7.169482503653770156e-01
-1.400000000000000133e-01 7.022182281605471310e-01 6.189378596589898418e-01 6.900688262214601520e-01
-1.300000000000000044e-01 6.215742101282265564e-01 5.345632091746056469e-01 6.168820468128835000e-01
-1.199999999999999956e-01 4.983645762728037276e-01 4.137099167478174300e-01 5.012821997575670485e-01
-1.099999999999999867e-01 3.397214873975341609e-01 2.630786963234091891e-01 3.497516757735494308e-01
-9.999999999999997780e-02 1.555172985031300081e-01 9.177607065031645472e-02 1.715663163792663370e-01
-8.999999999999996891e-02 -4.239566367231474564e-02 -8.940449527275773356e-02 -2.190397317995812498e-02
-8.000000000000001554e-02 -2.411062303020379272e-01 -2.688445471580113155e-01 -2.180668360862765554e-01
-7.000000000000000666e-02 -4.276482372705409096e-01 -4.350299032224158591e-01 -4.040781058448921215e-01
-5.999999999999999778e-02 -5.900021593228625960e-01 -5.774657736319273038e-01 -5.678299403222950570e-01
-4.999999999999998890e-02 -7.180104072445050445e-01 -6.874980626669112693e-01 -6.988737751859622760e-01
-3.999999999999998002e-02 -8.041303964199346677e-01 -7.589702036530135976e-01 -7.885202148125994848e-01
-2.999999999999997113e-02 -8.439643587951045633e-01 -7.886602725459830321e-01 -8.325407749019815284e-01
-2.000000000000001776e-02 -8.365249681089790279e-01 -7.764634239023282536e-01 -8.293558529849354155e-01
-1.000000000000000888e-02 -7.842193159761352561e-01 -7.253079744475662283e-01 -7.807601648733801802e-01
0.000000000000000000e+00 -6.925584584986881342e-01 -6.408175403831661843e-01 -6.916942630422098226e-01
1.000000000000000888e-02 -5.696234051885818994e-01 -5.307542730148340215e-01 -5.697697535775692046e-01
2.000000000000001776e-02 -4.253389200320384922e-01 -4.042973460197126778e-01 -4.245937854731842709e-01
3.000000000000002665e-02 -2.706220409922198145e-01 -2.712246906938380886e-01 -2.669546599914420781e-01
