# time, original, CbCP sampling, Nyquist
4.000000000000003553e-02 -1.164814728658621346e-01 -1.410733298155013582e-01 -1.079408908996623562e-01
5.000000000000004441e-02 2.685375787446917309e-02 -2.235392801009244979e-02 4.203110913311473851e-02
6.000000000000005329e-02 1.507028463823246456e-01 7.811156568425631219e-02 1.736903552262903938e-01
7.000000000000006217e-02 2.485367529160597555e-01 1.556733192792695286e-01 2.798700143710066701e-01
7.999999999999996003e-02 3.163712019438352230e-01 2.081201566033658024e-01 3.558538748410227659e-01
8.999999999999996891e-02 3.529239032475174898e-01 2.357124518931430490e-01 3.995981847891467154e-01
9.999999999999997780e-02 3.595327666406794020e-01 2.409868378970673741e-01 4.117184509382627589e-01
1.099999999999999867e-01 3.398534995596182440e-01 2.283594067146230699e-01 3.952531813325567689e-01
1.199999999999999956e-01 2.993742053401917680e-01 2.035722833511099394e-01 3.552359612326219107e-01
1.300000000000000044e-01 2.447997070653084861e-01 1.730419485609024366e-01 2.981231344777672820e-01
1.400000000000000133e-01 1.833680043366224810e-01 1.431752749453024109e-01 2.308494617771135460e-01
1.500000000000000222e-01 1.221647709209655319e-01 1.197203024699267093e-01 1.610390123641284588e-01
1.600000000000000311e-01 6.749897080095348945e-02 1.072133420236566215e-01 9.546728424032588367e-02
1.700000000000000400e-01 2.439397029601471020e-02 1.085727147480846089e-01 3.979884023029572893e-02
1.800000000000000488e-01 -3.765029661534022038e-03 1.248735260534757363e-01 -1.820537492966095572e-03
1.900000000000000577e-01 -1.540336394297028670e-02 1.553189851970171453e-01 -2.700158074976968803e-02
2.000000000000000666e-01 -1.074378553879038432e-02 1.974038290656253136e-01 -3.516767997929316769e-02
2.099999999999999645e-01 8.379075332706181767e-03 2.472463823681835260e-01 -2.743598928892882621e-02
2.199999999999999734e-01 3.884728572502308547e-02 3.000495538698617071e-01 -6.346667330605742716e-03
2.299999999999999822e-01 7.668908910407915003e-02 3.506391927698871980e-01 2.452721278701528243e-02
2.399999999999999911e-01 1.175591653878581416e-01 3.940218179573393154e-01 6.102092447750714216e-02
2.500000000000000000e-01 1.572169544069065283e-01 4.259033320758511820e-01 9.886436861550643163e-02
2.600000000000000089e-01 1.919532301299889387e-01 4.431158795823797458e-01 1.341192133650624119e-01
2.700000000000000178e-01 2.189230554381713656e-01 4.439108445783896961e-01 1.635451295717224585e-01
2.800000000000000266e-01 2.363552642396185566e-01 4.280909270926275823e-01 1.848573360450243563e-01
2.900000000000000355e-01 2.436233501733277573e-01 3.969717019612201692e-01 1.968552804618519669e-01
3.000000000000000444e-01 2.411784784296050754e-01 3.531812307444397447e-01 1.994172149745976896e-01
3.100000000000000533e-01 2.303605854434644107e-01 3.003232899155056645e-01 1.933703676092750068e-01
3.200000000000000622e-01 2.131165880544504676e-01 2.425438604615813842e-01 1.800706230263255936e-01
3.300000000000000711e-01 1.916642420221764676e-01 1.840502692785879191e-01 1.616937661680190597e-01
3.399999999999999689e-01 1.681452136588456603e-01 1.286368096474656553e-01 1.403153178287790404e-01
3.499999999999999778e-01 1.443109880986887250e-01 7.926937521789975682e-02 1.177848312885178411e-01
3.599999999999999867e-01 1.212803942725111661e-01 3.777478843417139687e-02 9.546403740651943082e-02
3.699999999999999956e-01 9.939836112450471661e-02 4.668830561259107448e-03 7.405023681123630575e-02
3.800000000000000044e-01 7.821306952863105177e-02 -2.085827901874764967e-02 5.350597411316969365e-02
3.900000000000000133e-01 5.657431306268197874e-02 -4.079744973889309900e-02 3.310291097429272911e-02
4.000000000000000222e-01 3.284121143893167782e-02 -5.803324964013933940e-02 1.157385980166886555e-02
4.100000000000000311e-01 5.174049582714983046e-03 -7.594508865434446143e-02 -1.264202238311223393e-02
4.200000000000000400e-01 -2.812557661735954131e-02 -9.794121469759886622e-02 -4.111316777969457187e-02
4.300000000000000488e-01 -6.826875185032844906e-02 -1.269775236284410580e-01 -7.508221498228981328e-02
4.400000000000000577e-01 -1.156717021156351971e-01 -1.651155495942699947e-01 -1.151711691588830633e-01
4.500000000000000666e-01 -1.697279385391249895e-01 -2.131706028592540436e-01 -1.611431957055070863e-01
4.599999999999999645e-01 -2.286934381182474108e-01 -2.704921617999908046e-01 -2.117594413890676874e-01
4.699999999999999734e-01 -2.897063866372832641e-01 -3.349051729202922045e-01 -2.647549989231114398e-01
4.799999999999999822e-01 -3.489484188530616593e-01 -4.028242155380590273e-01 -3.169451340316692955e-01
4.899999999999999911e-01 -4.019384586212996213e-01 -4.695342398508008941e-01 -3.644582455166228141e-01
