# error, MSE_sfc, MSE_time, MSE_cbcp, MSE, M, Mc, bw, sensors, R, L, snr dB, W, sampling_rate, N, tau, xi, p2p, overlapping_tx
0.69500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	10000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	1.30400000
0.44600000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	20000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	0.66000000
0.31200000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	30000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	0.43700000
0.25200000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	40000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	0.34400000
0.23000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	50000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	0.29500000
0.16600000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	60000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	0.21000000
0.14700000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	70000.00000000	8.00000000	12.00000000	4.00000000	-20.00000000	6.00000000	12.00000000	3.00000000	1.00000000	0.00000000	4.00000000	0.18700000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
