# time, original, CbCP sampling, Recover SFC, Nyquist
-5.000000000000000000e-01 8.461396486973311593e-01 5.345521886742964357e-01 8.388908707281399479e-01 8.123921891458327771e-01
-4.899999999999999911e-01 6.989587912712984519e-01 1.758474526257769455e-01 6.910201965325978302e-01 6.967126306374077371e-01
-4.799999999999999822e-01 5.401182400910229386e-01 -2.304856183003967107e-01 5.321798472047045703e-01 5.623337890144691764e-01
-4.699999999999999734e-01 3.701592222384910702e-01 -6.581524517030721277e-01 3.629281663820334569e-01 4.070881226937872466e-01
-4.600000000000000200e-01 1.908066189615983399e-01 -1.078564091425429972e+00 1.839541215006353925e-01 2.303156578198315985e-01
-4.500000000000000111e-01 2.859481939378271439e-03 -1.462627182600872988e+00 -3.650919702127053412e-03 3.330784596235009110e-02
-4.400000000000000022e-01 -1.925183320673785614e-01 -1.782636108511386652e+00 -1.981733337139432172e-01 -1.804905776452451205e-01
-4.299999999999999933e-01 -3.927631537643867521e-01 -2.014145401977927463e+00 -3.971406748712232870e-01 -4.055530931844497089e-01
-4.199999999999999845e-01 -5.947479652532313699e-01 -2.137695548285309055e+00 -5.972889393599918328e-01 -6.346131405995312225e-01
-4.100000000000000311e-01 -7.930091132497031348e-01 -2.140269057601258407e+00 -7.946412137575774581e-01 -8.586588512270481033e-01
-4.000000000000000222e-01 -9.830860014576449091e-01 -2.016366504280174610e+00 -9.846915974130432403e-01 -1.069497859645662352e+00
-3.900000000000000133e-01 -1.161482088322825623e+00 -1.768613705435077676e+00 -1.162675480054740973e+00 -1.258742395912113121e+00
-3.800000000000000044e-01 -1.322364930652187187e+00 -1.407840230014720806e+00 -1.323896728436124048e+00 -1.419183698247400205e+00
-3.699999999999999956e-01 -1.462832069657592493e+00 -9.526042183117171547e-01 -1.464075250173419773e+00 -1.545473889182844562e+00
-3.599999999999999867e-01 -1.578655882283364731e+00 -4.281767203862952842e-01 -1.579675536968982996e+00 -1.634615067269346467e+00
-3.499999999999999778e-01 -1.666724138239664033e+00 1.349622954592911706e-01 -1.668178456013237998e+00 -1.686196896540953061e+00
-3.399999999999999689e-01 -1.726029550634288867e+00 7.030273753929646707e-01 -1.728264573502366508e+00 -1.702353899127004633e+00
-3.299999999999999600e-01 -1.756664583576076355e+00 1.241109915966597921e+00 -1.759886997395918140e+00 -1.685763229023223175e+00
-3.200000000000000067e-01 -1.760093058754434114e+00 1.715494915260720399e+00 -1.764224051322065723e+00 -1.644378507242554077e+00
-3.099999999999999978e-01 -1.738828781651997613e+00 2.095953514557380437e+00 -1.743515678911408351e+00 -1.585371327549376819e+00
-2.999999999999999889e-01 -1.696634002254560070e+00 2.357849807811370102e+00 -1.700800820737960350e+00 -1.515972421883701182e+00
-2.900000000000000355e-01 -1.636474873036380062e+00 2.483909332311394103e+00 -1.639584610031703082e+00 -1.442642798445451735e+00
-2.800000000000000266e-01 -1.561807533787696434e+00 2.465517112428507573e+00 -1.563472776844192946e+00 -1.370359241440787912e+00
-2.700000000000000178e-01 -1.476242539581009039e+00 2.303443886038027522e+00 -1.475815127893472134e+00 -1.302097549195479376e+00
-2.600000000000000089e-01 -1.382579221020263649e+00 2.007938136744967128e+00 -1.379399802580151491e+00 -1.238573349068706531e+00
-2.500000000000000000e-01 -1.281494988412733571e+00 1.598166023885127851e+00 -1.276235110904110792e+00 -1.178270034139105249e+00
-2.399999999999999911e-01 -1.174314465772266391e+00 1.101027992819081369e+00 -1.167446563276172800e+00 -1.116499843530778691e+00
-2.299999999999999822e-01 -1.060981356985674307e+00 5.494262632856327100e-01 -1.053304106342354940e+00 -1.049890007896514099e+00
-2.199999999999999734e-01 -9.416840997602616836e-01 -1.990193190727329586e-02 -9.333798705020046604e-01 -9.731668241732328584e-01
-2.100000000000000200e-01 -8.147748822523965817e-01 -5.688377080875033354e-01 -8.068214595187721550e-01 -8.812244657402884540e-01
-2.000000000000000111e-01 -6.791102475096166824e-01 -1.060450549773954032e+00 -6.727116168555544728e-01 -7.699491351596243760e-01
-1.900000000000000022e-01 -5.348655081552055046e-01 -1.461505058151281400e+00 -5.304735635522893622e-01 -6.369575846812056685e-01
-1.799999999999999933e-01 -3.831972924081299414e-01 -1.744727670870651171e+00 -3.802737587746197745e-01 -4.821657987301417592e-01
-1.699999999999999845e-01 -2.249139898759946465e-01 -1.890672815319050626e+00 -2.233712453853491375e-01 -3.081219228451646530e-01
-1.599999999999999756e-01 -6.247893007544654681e-02 -1.889056061172698975e+00 -6.236557771698386654e-02 -1.198431047927222409e-01
-1.499999999999999667e-01 9.964330172737334568e-02 -1.739459761225577772e+00 9.869649501895208510e-02 7.472762025930979046e-02
-1.400000000000000133e-01 2.559887244347423541e-01 -1.451361576407919518e+00 2.543825374370256021e-01 2.659195950276718179e-01
-1.300000000000000044e-01 4.003474692391565393e-01 -1.043484796044120477e+00 3.981146401913958077e-01 4.428492300889171340e-01
-1.199999999999999956e-01 5.256833063729736688e-01 -5.425178384057197656e-01 5.225804014923715046e-01 5.943137284097944617e-01
-1.099999999999999867e-01 6.239231203286920158e-01 1.870488489258764764e-02 6.202880947655107224e-01 7.097620873364499650e-01
-9.999999999999997780e-02 6.877536853530467065e-01 6.034307670145915292e-01 6.842224757071192487e-01 7.802548736262977513e-01
-8.999999999999996891e-02 7.120158628183442806e-01 1.173467481991796735e+00 7.085441884641873189e-01 7.993261431030797004e-01
-8.000000000000001554e-02 6.923742881247081371e-01 1.691737917896325438e+00 6.892672071977035131e-01 7.629760036223383057e-01
-7.000000000000000666e-02 6.275583915599127760e-01 2.124733955783224992e+00 6.248462547355912999e-01 6.723047785034205193e-01
-5.999999999999999778e-02 5.184031211882835777e-01 2.444701013349559915e+00 5.166101757372860703e-01 5.314910793908392828e-01
-4.999999999999998890e-02 3.703069787682962133e-01 2.631406810278546615e+00 3.689876874692319397e-01 3.483599727489405384e-01
-3.999999999999998002e-02 1.905812729499115343e-01 2.673379545585972572e+00 1.894880402199566882e-01 1.339735100174044291e-01
-2.999999999999997113e-02 -1.048190050310192530e-02 2.568540053097165377e+00 -1.158042540212977922e-02 -9.803036564488989968e-02
-2.000000000000001776e-02 -2.204441646855669068e-01 2.324196441630349330e+00 -2.216478101798476930e-01 -3.323023328630217987e-01
-1.000000000000000888e-02 -4.251187423797767595e-01 1.956414881709001907e+00 -4.266467376419973423e-01 -5.527876651363168303e-01
0.000000000000000000e+00 -6.104669139671613509e-01 1.488823217500542917e+00 -6.119516030662955908e-01 -7.438029087279386387e-01
1.000000000000000888e-02 -7.624559355768947277e-01 9.509418664868130033e-01 -7.634235321184598133e-01 -8.905132934961463853e-01
2.000000000000001776e-02 -8.685119021732937705e-01 3.761664173624431617e-01 -8.684790694096133912e-01 -9.817999002764297156e-01
3.000000000000002665e-02 -9.178753109621010653e-01 -2.004534753674329650e-01 -9.170949667006594863e-01 -1.009226246599880028e+00
